ID	Species	Category	Names	Origin
s1487	Glycine max (L.) Merr.	Landrace	PI 423808 B	South Korea, Chungchong Nam
s1488	Glycine max (L.) Merr.	Landrace	PI 340034	South Korea, Jeolla Nam
s1489	Glycine max (L.) Merr.	Landrace	PI 458236 A	South Korea, Jeolla Nam
s1490	Glycine max (L.) Merr.	Landrace	PI 458227	South Korea, Jeolla Nam
s1491	Glycine max (L.) Merr.	Landrace	PI 458230 B	South Korea, Jeolla Nam
s1492	Glycine max (L.) Merr.	Landrace	PI 408017	South Korea, Jeolla Nam
s1493	Glycine max (L.) Merr.	Landrace	PI 458189 A	South Korea, Jeolla Nam
s1494	Glycine max (L.) Merr.	Landrace	PI 508296 H	South Korea, Jeolla Nam
s1495	Glycine max (L.) Merr.	Landrace	PI 424406 B	South Korea, Jeolla Puk
s1496	Glycine max (L.) Merr.	Landrace	PI 407877 C	South Korea, Jeolla Puk
s1497	Glycine max (L.) Merr.	Landrace	PI 407906	South Korea, Jeolla Puk
s1498	Glycine max (L.) Merr.	Landrace	PI 458177	South Korea, Jeolla Puk
s1499	Glycine max (L.) Merr.	Landrace	PI 424247 A	South Korea, Kangwon
s1500	Glycine max (L.) Merr.	Landrace	PI 458067 A	South Korea, Kangwon
s1501	Glycine max (L.) Merr.	Landrace	PI 398890	South Korea, Kangwon
s1502	Glycine max (L.) Merr.	Landrace	PI 458061 A	South Korea, Kangwon
s1503	Glycine max (L.) Merr.	Landrace	PI 458060 B	South Korea, Kangwon
s1504	Glycine max (L.) Merr.	Landrace	PI 458040	South Korea, Kangwon
s1505	Glycine max (L.) Merr.	Landrace	PI 509076	South Korea, Kangwon
s1506	Glycine max (L.) Merr.	Landrace	PI 458105	South Korea, Kangwon
s1507	Glycine max (L.) Merr.	Landrace	PI 423789	South Korea, Kangwon
s1508	Glycine max (L.) Merr.	Landrace	PI 458087	South Korea, Kangwon
s1509	Glycine max (L.) Merr.	Landrace	PI 83945-4	South Korea, Kyonggi
s1510	Glycine max (L.) Merr.	Landrace	PI 458030	South Korea, Kyonggi
s1511	Glycine max (L.) Merr.	Landrace	PI 442012 A	South Korea, Kyonggi
s1512	Glycine max (L.) Merr.	Landrace	PI 398322	South Korea, Kyonggi
s1513	Glycine max (L.) Merr.	Landrace	PI 398299	South Korea, Kyonggi
s1514	Glycine max (L.) Merr.	Landrace	PI 64698	South Korea, Kyonggi
s1515	Glycine max (L.) Merr.	Landrace	PI 84594	South Korea, Kyonggi
s1516	Glycine max (L.) Merr.	Landrace	PI 398261	South Korea, Kyonggi
s1517	Glycine max (L.) Merr.	Landrace	PI 407818 A	South Korea, Kyonggi
s1518	Glycine max (L.) Merr.	Landrace	PI 424529	South Korea, Kyongsang Nam
s1519	Glycine max (L.) Merr.	Landrace	PI 458299	South Korea, Kyongsang Nam
s1520	Glycine max (L.) Merr.	Landrace	PI 408211 A	South Korea, Kyongsang Nam
s1521	Glycine max (L.) Merr.	Landrace	PI 594022	South Korea, Kyongsang Nam
s1522	Glycine max (L.) Merr.	Landrace	PI 408222 C	South Korea, Kyongsang Nam
s1523	Glycine max (L.) Merr.	Landrace	PI 408196 B	South Korea, Kyongsang Nam
s1524	Glycine max (L.) Merr.	Landrace	PI 408197 A	South Korea, Kyongsang Nam
s1525	Glycine max (L.) Merr.	Landrace	PI 424547	South Korea, Kyongsang Puk
s1526	Glycine max (L.) Merr.	Landrace	PI 408230	South Korea, Pusan
s1527	Glycine max (L.) Merr.	Landrace	PI 398183	South Korea, Seoul
s1528	Glycine max (L.) Merr.	Landrace	PI 470929	Sweden
s1529	Glycine max (L.) Merr.	Landrace	PI 437525	Ukraine
s1530	Glycine max (L.) Merr.	Landrace	PI 438496 A	United States
s1531	Glycine max (L.) Merr.	Landrace	PI 438504 A	United States
s1532	Glycine max (L.) Merr.	Landrace	PI 438487	United States
s1533	Glycine max (L.) Merr.	Landrace	PI 438499	United States
s1534	Glycine max (L.) Merr.	Landrace	PI 438503 C	United States
s1535	Glycine max (L.) Merr.	Landrace	FC31409	Unknown
s1536	Glycine max (L.) Merr.	Landrace	Du Na Ji Ka	Unknown
s1537	Glycine max (L.) Merr.	Landrace	Mandarin(Cttawa)	Unknown
s1538	Glycine max (L.) Merr.	Landrace	Duo Ma Ka .Tuo Li Sa	Unknown
s1539	Glycine max (L.) Merr.	Landrace	PI 86301	Unknown
s1540	Glycine max (L.) Merr.	Landrace	Mukden	China, Liao Ning
s1541	Glycine max (L.) Merr.	Landrace	PI 606421	Vietnam
s1542	Glycine max (L.) Merr.	Landrace	PI 605831 A	Vietnam, Ha Giang
s1543	Glycine max (L.) Merr.	Landrace	PI 605845 A	Vietnam, Ha Giang
s1544	Glycine max (L.) Merr.	Landrace	PI 605817 B	Vietnam, Ha Giang
s1545	Glycine max (L.) Merr.	Improved cultivar	Ba Xi No.9	Brazil
s1546	Glycine max (L.) Merr.	Improved cultivar	Ba Xi -13	Brazil
s1547	Glycine max (L.) Merr.	Improved cultivar	PI 548646	Canada
s1548	Glycine max (L.) Merr.	Improved cultivar	PI 548642	Canada
s1549	Glycine max (L.) Merr.	Improved cultivar	Maple Amber	Canada, Ontario
s1550	Glycine max (L.) Merr.	Improved cultivar	Maple Ridge	Canada, Ontario
s1551	Glycine max (L.) Merr.	Improved cultivar	Maple Presto	Canada, Ontario
s1552	Glycine max (L.) Merr.	Improved cultivar	Maple Arrow	Canada, Ontario
s1553	Glycine max (L.) Merr.	Improved cultivar	PI 567787	Canada, Ontario
s1554	Glycine max (L.) Merr.	Improved cultivar	PI 548398	Canada, Ontario
s1555	Glycine max (L.) Merr.	Improved cultivar	You 96-3	China
s1556	Glycine max (L.) Merr.	Improved cultivar	Xin Tao He Dou	China
s1557	Glycine max (L.) Merr.	Improved cultivar	You 0776	China
s1558	Glycine max (L.) Merr.	Improved cultivar	Li Di Dou No.1 -2	China
s1559	Glycine max (L.) Merr.	Improved cultivar	Xi Xuan No.19	China
s1560	Glycine max (L.) Merr.	Improved cultivar	Zhi Jin San Jia Huang Dou	China
s1561	Glycine max (L.) Merr.	Improved cultivar	Xi Ke No.1	China
s1562	Glycine max (L.) Merr.	Improved cultivar	You 9632	China
s1563	Glycine max (L.) Merr.	Improved cultivar	Bian Jing Dou	China
s1564	Glycine max (L.) Merr.	Improved cultivar	Yi Ning San Jing Huang Dou	China
s1565	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.2	China
s1566	Glycine max (L.) Merr.	Improved cultivar	Yang Chun Xiao Li	China
s1567	Glycine max (L.) Merr.	Improved cultivar	Bian Jing Dou No.3	China
s1568	Glycine max (L.) Merr.	Improved cultivar	Mi No.95	China
s1569	Glycine max (L.) Merr.	Improved cultivar	SN Zao Huang No.4	China
s1570	Glycine max (L.) Merr.	Improved cultivar	Ke S1043	China
s1571	Glycine max (L.) Merr.	Improved cultivar	Dou Guan No.1	China
s1572	Glycine max (L.) Merr.	Improved cultivar	Shi Pin No.735	China
s1573	Glycine max (L.) Merr.	Improved cultivar	Ye Xuan No.157	China
s1574	Glycine max (L.) Merr.	Improved cultivar	Gun Huang No.1	China
s1575	Glycine max (L.) Merr.	Improved cultivar	You 9631	China
s1576	Glycine max (L.) Merr.	Improved cultivar	Yuan Dou No.1	China
s1577	Glycine max (L.) Merr.	Improved cultivar	Qing Yuan Xiao Qing Dou	China
s1578	Glycine max (L.) Merr.	Improved cultivar	Jin Yuan  -1	China
s1579	Glycine max (L.) Merr.	Improved cultivar	SN Zao Huang No.2	China
s1580	Glycine max (L.) Merr.	Improved cultivar	Bi Dou No.2	China
s1581	Glycine max (L.) Merr.	Improved cultivar	PI 612754	China
s1582	Glycine max (L.) Merr.	Improved cultivar	Zhuan Da Dou No.1	China
s1583	Glycine max (L.) Merr.	Improved cultivar	Zhong Nong Shi -1	China
s1584	Glycine max (L.) Merr.	Improved cultivar	Da Bei Nong	China
s1585	Glycine max (L.) Merr.	Improved cultivar	Jian No.31	China
s1586	Glycine max (L.) Merr.	Improved cultivar	Tu Mo Shi Dou	China
s1587	Glycine max (L.) Merr.	Improved cultivar	11 Nian Sou Ji -1	China
s1588	Glycine max (L.) Merr.	Improved cultivar	Bian Jing -1	China
s1589	Glycine max (L.) Merr.	Improved cultivar	Xi Huang Dou -9	China
s1590	Glycine max (L.) Merr.	Improved cultivar	09 Nian Sou Ji -1	China
s1591	Glycine max (L.) Merr.	Improved cultivar	Bian Jing -2	China
s1592	Glycine max (L.) Merr.	Improved cultivar	Li Di Dou No.1 -1	China
s1593	Glycine max (L.) Merr.	Improved cultivar	Jin Yuan No.1	China
s1594	Glycine max (L.) Merr.	Improved cultivar	Peking Mt Strain	China
s1595	Glycine max (L.) Merr.	Improved cultivar	Hai No.6088	China
s1596	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.32	China, An Hui
s1597	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.15 -1	China, An Hui
s1598	Glycine max (L.) Merr.	Improved cultivar	Chu Dou No.1	China, An Hui
s1599	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.14	China, An Hui
s1600	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.35	China, An Hui
s1601	Glycine max (L.) Merr.	Improved cultivar	Wo Dou No.5	China, An Hui
s1602	Glycine max (L.) Merr.	Improved cultivar	Wan Xiu 2156	China, An Hui
s1603	Glycine max (L.) Merr.	Improved cultivar	Wan Xiu 5717	China, An Hui
s1604	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.31	China, An Hui
s1605	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.21 -1	China, An Hui
s1606	Glycine max (L.) Merr.	Improved cultivar	Fei Dong Huang Da Dou	China, An Hui
s1607	Glycine max (L.) Merr.	Improved cultivar	Bu 9012	China, An Hui
s1608	Glycine max (L.) Merr.	Improved cultivar	Bu 85-53-21	China, An Hui
s1609	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.16	China, An Hui
s1610	Glycine max (L.) Merr.	Improved cultivar	Bu 9363	China, An Hui
s1611	Glycine max (L.) Merr.	Improved cultivar	Bu 8223-34-2	China, An Hui
s1612	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.21 -2	China, An Hui
s1613	Glycine max (L.) Merr.	Improved cultivar	Bu 8223-34-1	China, An Hui
s1614	Glycine max (L.) Merr.	Improved cultivar	Bu 9277 A	China, An Hui
s1615	Glycine max (L.) Merr.	Improved cultivar	Bu 9765	China, An Hui
s1616	Glycine max (L.) Merr.	Improved cultivar	Bu 9027 A	China, An Hui
s1617	Glycine max (L.) Merr.	Improved cultivar	Bu 97211-76	China, An Hui
s1618	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.39	China, An Hui
s1619	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.37	China, An Hui
s1620	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.36	China, An Hui
s1621	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.15 -2	China, An Hui
s1622	Glycine max (L.) Merr.	Improved cultivar	Wan Dou 21116	China, An Hui
s1623	Glycine max (L.) Merr.	Improved cultivar	Wan 21116	China, An Hui
s1624	Glycine max (L.) Merr.	Improved cultivar	Wan 20001	China, An Hui
s1625	Glycine max (L.) Merr.	Improved cultivar	Fu Dou No.16	China, An Hui
s1626	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.43 -1	China, Bei Jing
s1627	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.8	China, Bei Jing
s1628	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.28	China, Bei Jing
s1629	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.29 -2	China, Bei Jing
s1630	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.40	China, Bei Jing
s1631	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.74	China, Bei Jing
s1632	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.30	China, Bei Jing
s1633	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.32	China, Bei Jing
s1634	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.70	China, Bei Jing
s1635	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.41	China, Bei Jing
s1636	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.51	China, Bei Jing
s1637	Glycine max (L.) Merr.	Improved cultivar	Jing Huang No.1	China, Bei Jing
s1638	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.34	China, Bei Jing
s1639	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.36	China, Bei Jing
s1640	Glycine max (L.) Merr.	Improved cultivar	Zao Shu No.15	China, Bei Jing
s1641	Glycine max (L.) Merr.	Improved cultivar	Ke 8502	China, Bei Jing
s1642	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.39	China, Bei Jing
s1643	Glycine max (L.) Merr.	Improved cultivar	Tian Long No.1 -2	China, Bei Jing
s1644	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.29 -1	China, Bei Jing
s1645	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.37	China, Bei Jing
s1646	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.79 -1	China, Bei Jing
s1647	Glycine max (L.) Merr.	Improved cultivar	Tian Long No.1 -1	China, Bei Jing
s1648	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.22 -1	China, Bei Jing
s1649	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.5	China, Bei Jing
s1650	Glycine max (L.) Merr.	Improved cultivar	Zhong Ye No.2 -1	China, Bei Jing
s1651	Glycine max (L.) Merr.	Improved cultivar	Tian Long No.2  -1	China, Bei Jing
s1652	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo No.015	China, Bei Jing
s1653	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.29	China, Bei Jing
s1654	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.7	China, Bei Jing
s1655	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J8012	China, Bei Jing
s1656	Glycine max (L.) Merr.	Improved cultivar	You Bian No.31	China, Bei Jing
s1657	Glycine max (L.) Merr.	Improved cultivar	Yan Qing Yin	China, Bei Jing
s1658	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J9331	China, Bei Jing
s1659	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.17	China, Bei Jing
s1660	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.42	China, Bei Jing
s1661	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.64	China, Bei Jing
s1662	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.37	China, Bei Jing
s1663	Glycine max (L.) Merr.	Improved cultivar	Ke Dou No.7	China, Bei Jing
s1664	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.27 -2	China, Bei Jing
s1665	Glycine max (L.) Merr.	Improved cultivar	Zao Shu No.1	China, Bei Jing
s1666	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.18 -2	China, Bei Jing
s1667	Glycine max (L.) Merr.	Improved cultivar	You Bian No.32	China, Bei Jing
s1668	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.47	China, Bei Jing
s1669	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.56	China, Bei Jing
s1670	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.57	China, Bei Jing
s1671	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.63	China, Bei Jing
s1672	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 0353672	China, Bei Jing
s1673	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo No.983	China, Bei Jing
s1674	Glycine max (L.) Merr.	Improved cultivar	Zhong Ke 1299	China, Bei Jing
s1675	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 035366	China, Bei Jing
s1676	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.62	China, Bei Jing
s1677	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.52	China, Bei Jing
s1678	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.5	China, Bei Jing
s1679	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.59	China, Bei Jing
s1680	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.46	China, Bei Jing
s1681	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.26	China, Bei Jing
s1682	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.68	China, Bei Jing
s1683	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 969512	China, Bei Jing
s1684	Glycine max (L.) Merr.	Improved cultivar	Ke Xi 302113	China, Bei Jing
s1685	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.21	China, Bei Jing
s1686	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.60	China, Bei Jing
s1687	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo No.105	China, Bei Jing
s1688	Glycine max (L.) Merr.	Improved cultivar	Jing No.283	China, Bei Jing
s1689	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.33	China, Bei Jing
s1690	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.75	China, Bei Jing
s1691	Glycine max (L.) Merr.	Improved cultivar	Ke Xi Xuan No.19	China, Bei Jing
s1692	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.45	China, Bei Jing
s1693	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.23	China, Bei Jing
s1694	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.27	China, Bei Jing
s1695	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.54	China, Bei Jing
s1696	Glycine max (L.) Merr.	Improved cultivar	Ke Yu No.75	China, Bei Jing
s1697	Glycine max (L.) Merr.	Improved cultivar	Ke Xi 7821	China, Bei Jing
s1698	Glycine max (L.) Merr.	Improved cultivar	Zao Shu No.4	China, Bei Jing
s1699	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 95-5383	China, Bei Jing
s1700	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 916014	China, Bei Jing
s1701	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J8023	China, Bei Jing
s1702	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.27 -1	China, Bei Jing
s1703	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.7	China, Bei Jing
s1704	Glycine max (L.) Merr.	Improved cultivar	Zhong Ye No.2 -2	China, Bei Jing
s1705	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.4 -2	China, Bei Jing
s1706	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J-44	China, Bei Jing
s1707	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.36	China, Bei Jing
s1708	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 96-954	China, Bei Jing
s1709	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang	China, Bei Jing
s1710	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.53	China, Bei Jing
s1711	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo No.8	China, Bei Jing
s1712	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin No.662	China, Bei Jing
s1713	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.18 -1	China, Bei Jing
s1714	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.16	China, Bei Jing
s1715	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.3 -2011	China, Bei Jing
s1716	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo No.02	China, Bei Jing
s1717	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin Da Hei Dou	China, Bei Jing
s1718	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.28	China, Bei Jing
s1719	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 00-683	China, Bei Jing
s1720	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 035412	China, Bei Jing
s1721	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.79 -2	China, Bei Jing
s1722	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.15	China, Bei Jing
s1723	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.25	China, Bei Jing
s1724	Glycine max (L.) Merr.	Improved cultivar	You Chu No.4	China, Bei Jing
s1725	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.22 -2	China, Bei Jing
s1726	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.13 -2	China, Bei Jing
s1727	Glycine max (L.) Merr.	Improved cultivar	Quan Dou No.937	China, Fu Jian
s1728	Glycine max (L.) Merr.	Improved cultivar	Fu Dou No.310	China, Fu Jian
s1729	Glycine max (L.) Merr.	Improved cultivar	Fu An Qing Dou	China, Fu Jian
s1730	Glycine max (L.) Merr.	Improved cultivar	Quan Bian No.11	China, Fu Jian
s1731	Glycine max (L.) Merr.	Improved cultivar	Long Huang No.1	China, Gan Su
s1732	Glycine max (L.) Merr.	Improved cultivar	Long Huang No.2	China, Gan Su
s1733	Glycine max (L.) Merr.	Improved cultivar	Long Huang No.3	China, Gan Su
s1734	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.3 -1	China, Guang Dong
s1735	Glycine max (L.) Merr.	Improved cultivar	Hua Chun No.1	China, Guang Dong
s1736	Glycine max (L.) Merr.	Improved cultivar	Hua Chun No.6	China, Guang Dong
s1737	Glycine max (L.) Merr.	Improved cultivar	Hua Chun No.3	China, Guang Dong
s1738	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.3 -2	China, Guang Dong
s1739	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.9	China, Guang Dong
s1740	Glycine max (L.) Merr.	Improved cultivar	Hua Chun No.5	China, Guang Dong
s1741	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.5	China, Guang Dong
s1742	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.1	China, Guang Dong
s1743	Glycine max (L.) Merr.	Improved cultivar	Hei Ke Wu Dou	China, Guang Dong
s1744	Glycine max (L.) Merr.	Improved cultivar	Yue Chun 03-4	China, Guang Dong
s1745	Glycine max (L.) Merr.	Improved cultivar	Hua Xia No.2	China, Guang Dong
s1746	Glycine max (L.) Merr.	Improved cultivar	Hua Chun No.2	China, Guang Dong
s1747	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.8 -2	China, Guang Xi
s1748	Glycine max (L.) Merr.	Improved cultivar	Gui Zao No.2	China, Guang Xi
s1749	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.10	China, Guang Xi
s1750	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.11	China, Guang Xi
s1751	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.2 -1	China, Guang Xi
s1752	Glycine max (L.) Merr.	Improved cultivar	Liu Dou No.3	China, Guang Xi
s1753	Glycine max (L.) Merr.	Improved cultivar	Quan Zhou Shi Tang Wu Yue	China, Guang Xi
s1754	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.3	China, Guang Xi
s1755	Glycine max (L.) Merr.	Improved cultivar	Gui Chun No.4	China, Guang Xi
s1756	Glycine max (L.) Merr.	Improved cultivar	Gui Xia No.2	China, Guang Xi
s1757	Glycine max (L.) Merr.	Improved cultivar	Xing An 08-094	China, Guang Xi
s1758	Glycine max (L.) Merr.	Improved cultivar	Gui Xia No.5	China, Guang Xi
s1759	Glycine max (L.) Merr.	Improved cultivar	Gui Xia No.3	China, Guang Xi
s1760	Glycine max (L.) Merr.	Improved cultivar	Gui Xia No.1	China, Guang Xi
s1761	Glycine max (L.) Merr.	Improved cultivar	Qian Dou No.2	China, Gui Zhou
s1762	Glycine max (L.) Merr.	Improved cultivar	An Shun Bai Jiao Dou	China, Gui Zhou
s1763	Glycine max (L.) Merr.	Improved cultivar	Qian Dou No.10	China, Gui Zhou
s1764	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.6	China, He Bei
s1765	Glycine max (L.) Merr.	Improved cultivar	Shi H013	China, He Bei
s1766	Glycine max (L.) Merr.	Improved cultivar	Nong Da Dou No.2	China, He Bei
s1767	Glycine max (L.) Merr.	Improved cultivar	Cang Dou No.9	China, He Bei
s1768	Glycine max (L.) Merr.	Improved cultivar	Shi Dou No.8  -1	China, He Bei
s1769	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.4	China, He Bei
s1770	Glycine max (L.) Merr.	Improved cultivar	Han Dou No.5	China, He Bei
s1771	Glycine max (L.) Merr.	Improved cultivar	Cang Dou No.4	China, He Bei
s1772	Glycine max (L.) Merr.	Improved cultivar	Cang Dou No.7	China, He Bei
s1773	Glycine max (L.) Merr.	Improved cultivar	Bao Dou No.3	China, He Bei
s1774	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.22	China, He Bei
s1775	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.69	China, He Bei
s1776	Glycine max (L.) Merr.	Improved cultivar	Yi Dou No.2	China, He Bei
s1777	Glycine max (L.) Merr.	Improved cultivar	Han 7005	China, He Bei
s1778	Glycine max (L.) Merr.	Improved cultivar	Cang Dou No.6	China, He Bei
s1779	Glycine max (L.) Merr.	Improved cultivar	Han No.605	China, He Bei
s1780	Glycine max (L.) Merr.	Improved cultivar	Han 803352	China, He Bei
s1781	Glycine max (L.) Merr.	Improved cultivar	Ji 5421	China, He Bei
s1782	Glycine max (L.) Merr.	Improved cultivar	Shi Dou No.4  -1	China, He Bei
s1783	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.13	China, He Bei
s1784	Glycine max (L.) Merr.	Improved cultivar	Han Dan Dou No.5	China, He Bei
s1785	Glycine max (L.) Merr.	Improved cultivar	Ji Wu Xing No.1	China, He Bei
s1786	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.9 -3 L-2	China, He Bei
s1787	Glycine max (L.) Merr.	Improved cultivar	Ji Dou 12-2,3	China, He Bei
s1788	Glycine max (L.) Merr.	Improved cultivar	Zhong Hei Dou No.42	China, He Bei
s1789	Glycine max (L.) Merr.	Improved cultivar	Zhong Dou No.43 -2	China, He Bei
s1790	Glycine max (L.) Merr.	Improved cultivar	Shi Dou No.8  -2	China, He Bei
s1791	Glycine max (L.) Merr.	Improved cultivar	Shi Dou No.7	China, He Bei
s1792	Glycine max (L.) Merr.	Improved cultivar	Shi Dou No.4  -2	China, He Bei
s1793	Glycine max (L.) Merr.	Improved cultivar	Ji Dou No.17 -2	China, He Bei
s1794	Glycine max (L.) Merr.	Improved cultivar	Han Dou No.5 -2	China, He Bei
s1795	Glycine max (L.) Merr.	Improved cultivar	E Dou No.10	China, He Bei
s1796	Glycine max (L.) Merr.	Improved cultivar	Cheng Dou No.6	China, He Bei
s1797	Glycine max (L.) Merr.	Improved cultivar	Cang Dou No.10 -2	China, He Bei
s1798	Glycine max (L.) Merr.	Improved cultivar	NS 1260	China, He Nan
s1799	Glycine max (L.) Merr.	Improved cultivar	Zheng 91107	China, He Nan
s1800	Glycine max (L.) Merr.	Improved cultivar	Hua Dou No.20	China, He Nan
s1801	Glycine max (L.) Merr.	Improved cultivar	Zhou 01772	China, He Nan
s1802	Glycine max (L.) Merr.	Improved cultivar	Shang 951099	China, He Nan
s1803	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.27	China, He Nan
s1804	Glycine max (L.) Merr.	Improved cultivar	Ping Dou No.1	China, He Nan
s1805	Glycine max (L.) Merr.	Improved cultivar	Shang 09401	China, He Nan
s1806	Glycine max (L.) Merr.	Improved cultivar	Shang Dou No.15	China, He Nan
s1807	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.16 -2	China, He Nan
