ID	Species	Category	Names	Origin
s1087	Glycine max (L.) Merr.	Landrace	Bai Yin Bai Huang Dou	China, Gan Su
s1088	Glycine max (L.) Merr.	Landrace	PI 567349 A	China, Gan Su
s1089	Glycine max (L.) Merr.	Landrace	Luo Ding Qing Dou	China, Guang Dong
s1090	Glycine max (L.) Merr.	Landrace	Qing Yuan Da Qing Dou	China, Guang Dong
s1091	Glycine max (L.) Merr.	Landrace	Lian Jiang Po Huang Dou	China, Guang Dong
s1092	Glycine max (L.) Merr.	Landrace	Ying De He Dou	China, Guang Dong
s1093	Glycine max (L.) Merr.	Landrace	Long Chuan Huang Niu Mao	China, Guang Dong
s1094	Glycine max (L.) Merr.	Landrace	Qi Yue Huang -1	China, Gui Zhou
s1095	Glycine max (L.) Merr.	Landrace	PI 594708 A	China, Gui Zhou
s1096	Glycine max (L.) Merr.	Landrace	PI 594708 B	China, Gui Zhou
s1097	Glycine max (L.) Merr.	Landrace	Lv Pi Huang Dou	China, Gui Zhou
s1098	Glycine max (L.) Merr.	Landrace	PI 594647 B	China, Gui Zhou
s1099	Glycine max (L.) Merr.	Landrace	Song Zi Dou	China, Gui Zhou
s1100	Glycine max (L.) Merr.	Landrace	Ya Zhou Hei Dou	China, Hai Nan
s1101	Glycine max (L.) Merr.	Landrace	PI 567486 B	China, He Bei
s1102	Glycine max (L.) Merr.	Landrace	PI 567493	China, He Bei
s1103	Glycine max (L.) Merr.	Landrace	PI 538386 A	China, He Bei
s1104	Glycine max (L.) Merr.	Landrace	PI 538380	China, He Bei
s1105	Glycine max (L.) Merr.	Landrace	PI 567511	China, He Bei
s1106	Glycine max (L.) Merr.	Landrace	PI 567484	China, He Bei
s1107	Glycine max (L.) Merr.	Landrace	PI 567507 C	China, He Bei
s1108	Glycine max (L.) Merr.	Landrace	PI 567510 A	China, He Bei
s1109	Glycine max (L.) Merr.	Landrace	PI 567510 B	China, He Bei
s1110	Glycine max (L.) Merr.	Landrace	Hua Hei Hu	China, He Bei
s1111	Glycine max (L.) Merr.	Landrace	Da Qing Kang Fei Dou	China, He Bei
s1112	Glycine max (L.) Merr.	Landrace	PI 91346	China, He Bei
s1113	Glycine max (L.) Merr.	Landrace	PI 90499-2	China, He Bei
s1114	Glycine max (L.) Merr.	Landrace	PI 61947	China, He Bei
s1115	Glycine max (L.) Merr.	Landrace	Xia Tai Zi Mo Shi Dou	China, He Bei
s1116	Glycine max (L.) Merr.	Landrace	PI 538387	China, He Bei
s1117	Glycine max (L.) Merr.	Landrace	Li Xian Hei Dou	China, He Bei
s1118	Glycine max (L.) Merr.	Landrace	PI 567645 A	China, He Nan
s1119	Glycine max (L.) Merr.	Landrace	PI 567620 A	China, He Nan
s1120	Glycine max (L.) Merr.	Landrace	PI 567640	China, He Nan
s1121	Glycine max (L.) Merr.	Landrace	PI 567621 A	China, He Nan
s1122	Glycine max (L.) Merr.	Landrace	PI 567628 A	China, He Nan
s1123	Glycine max (L.) Merr.	Landrace	PI 567650 B	China, He Nan
s1124	Glycine max (L.) Merr.	Landrace	PI 567672	China, He Nan
s1125	Glycine max (L.) Merr.	Landrace	PI 567650 A`	China, He Nan
s1126	Glycine max (L.) Merr.	Landrace	PI 567679 B	China, He Nan
s1127	Glycine max (L.) Merr.	Landrace	PI 567631	China, He Nan
s1128	Glycine max (L.) Merr.	Landrace	PI 567621 B	China, He Nan
s1129	Glycine max (L.) Merr.	Landrace	PI 567648 C	China, He Nan
s1130	Glycine max (L.) Merr.	Landrace	Shang Qiu Liu Hua Zhu	China, He Nan
s1131	Glycine max (L.) Merr.	Landrace	PI 567633	China, He Nan
s1132	Glycine max (L.) Merr.	Landrace	Qing Feng Tian E Dan	China, He Nan
s1133	Glycine max (L.) Merr.	Landrace	PI 567667 C	China, He Nan
s1134	Glycine max (L.) Merr.	Landrace	Mi Yang Xiao Li	China, He Nan
s1135	Glycine max (L.) Merr.	Landrace	Ru Nan Ping Ding Shi	China, He Nan
s1136	Glycine max (L.) Merr.	Landrace	Xin Yang Yang Yan Dou -2	China, He Nan
s1137	Glycine max (L.) Merr.	Landrace	Huai Yang Qing Dou	China, He Nan
s1138	Glycine max (L.) Merr.	Landrace	PI 602992	China, He Nan
s1139	Glycine max (L.) Merr.	Landrace	Mi Yang Xiao Li Huang	China, He Nan
s1140	Glycine max (L.) Merr.	Landrace	Huang Bao Zhu	China, Hei Long Jiang
s1141	Glycine max (L.) Merr.	Landrace	Si Li Huang	China, Hei Long Jiang
s1142	Glycine max (L.) Merr.	Landrace	Man Cang Jin	China, Hei Long Jiang
s1143	Glycine max (L.) Merr.	Landrace	Sun Wu Ping Ding Huang	China, Hei Long Jiang
s1144	Glycine max (L.) Merr.	Landrace	PI 79710	China, Hei Long Jiang
s1145	Glycine max (L.) Merr.	Landrace	PI 65379	China, Hei Long Jiang
s1146	Glycine max (L.) Merr.	Landrace	Nen Jiang Da Jin Huang	China, Hei Long Jiang
s1147	Glycine max (L.) Merr.	Landrace	PI 597441	China, Hei Long Jiang
s1148	Glycine max (L.) Merr.	Landrace	PI 54615	China, Hei Long Jiang
s1149	Glycine max (L.) Merr.	Landrace	PI 68761-3	China, Hei Long Jiang
s1150	Glycine max (L.) Merr.	Landrace	PI 70027	China, Hei Long Jiang
s1151	Glycine max (L.) Merr.	Landrace	Bai Bao Zhu	China, Hei Long Jiang
s1152	Glycine max (L.) Merr.	Landrace	Suo Yi Ling	China, Hei Long Jiang
s1153	Glycine max (L.) Merr.	Landrace	Bai Mei	China, Hei Long Jiang
s1154	Glycine max (L.) Merr.	Landrace	Ke Shuang	China, Hei Long Jiang
s1155	Glycine max (L.) Merr.	Landrace	PI 567160	China, Hei Long Jiang
s1156	Glycine max (L.) Merr.	Landrace	PI 291309 A	China, Hei Long Jiang
s1157	Glycine max (L.) Merr.	Landrace	Yuan Bao Jin	China, Hei Long Jiang
s1158	Glycine max (L.) Merr.	Landrace	Ke Shan Si Li Huang	China, Hei Long Jiang
s1159	Glycine max (L.) Merr.	Landrace	Jing Shan Pu	China, Hei Long Jiang
s1160	Glycine max (L.) Merr.	Landrace	PI 68481	China, Hei Long Jiang
s1161	Glycine max (L.) Merr.	Landrace	PI 79739	China, Hei Long Jiang
s1162	Glycine max (L.) Merr.	Landrace	PI 68585	China, Hei Long Jiang
s1163	Glycine max (L.) Merr.	Landrace	Qing An Hei Dou  -2	China, Hei Long Jiang
s1164	Glycine max (L.) Merr.	Landrace	PI 70013	China, Hei Long Jiang
s1165	Glycine max (L.) Merr.	Landrace	Da Li Huang -1	China, Hei Long Jiang
s1166	Glycine max (L.) Merr.	Landrace	PI 68815	China, Hei Long Jiang
s1167	Glycine max (L.) Merr.	Landrace	PI 68642	China, Hei Long Jiang
s1168	Glycine max (L.) Merr.	Landrace	PI 68709	China, Hei Long Jiang
s1169	Glycine max (L.) Merr.	Landrace	PI 68715	China, Hei Long Jiang
s1170	Glycine max (L.) Merr.	Landrace	Rao He Ba Yue Mang	China, Hei Long Jiang
s1171	Glycine max (L.) Merr.	Landrace	Dong Bei Hei Dou	China, Hei Long Jiang
s1172	Glycine max (L.) Merr.	Landrace	You Huang Dou	China, Hei Long Jiang
s1173	Glycine max (L.) Merr.	Landrace	PI 612709 A	China, Hei Long Jiang
s1174	Glycine max (L.) Merr.	Landrace	Shu Guang Huang Dou	China, Hei Long Jiang
s1175	Glycine max (L.) Merr.	Landrace	PI 68430	China, Hei Long Jiang
s1176	Glycine max (L.) Merr.	Landrace	PI 597442	China, Hei Long Jiang
s1177	Glycine max (L.) Merr.	Landrace	De Dou Da Bai Mei	China, Hei Long Jiang
s1178	Glycine max (L.) Merr.	Landrace	PI 68722	China, Hei Long Jiang
s1179	Glycine max (L.) Merr.	Landrace	Wu Ding Zhu	China, Hei Long Jiang
s1180	Glycine max (L.) Merr.	Landrace	PI 291290	China, Hei Long Jiang
s1181	Glycine max (L.) Merr.	Landrace	Ke Shan Bao Guan Liang	China, Hei Long Jiang
s1182	Glycine max (L.) Merr.	Landrace	Zi Hua No.2	China, Hei Long Jiang
s1183	Glycine max (L.) Merr.	Landrace	PI 592975	China, Hei Long Jiang
s1184	Glycine max (L.) Merr.	Landrace	PI 291275	China, Hei Long Jiang
s1185	Glycine max (L.) Merr.	Landrace	PI 73780	China, Hei Long Jiang
s1186	Glycine max (L.) Merr.	Landrace	PI 361077 A	China, Hei Long Jiang
s1187	Glycine max (L.) Merr.	Landrace	PI 291278	China, Hei Long Jiang
s1188	Glycine max (L.) Merr.	Landrace	Shang Zhi Hei Qi	China, Hei Long Jiang
s1189	Glycine max (L.) Merr.	Landrace	Mao Dou	China, Hei Long Jiang
s1190	Glycine max (L.) Merr.	Landrace	PI 68680-2	China, Hei Long Jiang
s1191	Glycine max (L.) Merr.	Landrace	Zi Hua No.4	China, Hei Long Jiang
s1192	Glycine max (L.) Merr.	Landrace	Zi Hua No.4 -2	China, Hei Long Jiang
s1193	Glycine max (L.) Merr.	Landrace	Chi Huang Dou No.1	China, Hu Bei
s1194	Glycine max (L.) Merr.	Landrace	PI 587716 B	China, Hu Bei
s1195	Glycine max (L.) Merr.	Landrace	Hua Se Dou	China, Hu Bei
s1196	Glycine max (L.) Merr.	Landrace	Da Bai Mao Dou	China, Hu Bei
s1197	Glycine max (L.) Merr.	Landrace	Hua Mei Dou	China, Hu Bei
s1198	Glycine max (L.) Merr.	Landrace	E Dou No.2	China, Hu Bei
s1199	Glycine max (L.) Merr.	Landrace	Tie Jia Si Li Huang -2	China, Ji Lin
s1200	Glycine max (L.) Merr.	Landrace	Feng Di Huang	China, Ji Lin
s1201	Glycine max (L.) Merr.	Landrace	PI 92630	China, Ji Lin
s1202	Glycine max (L.) Merr.	Landrace	Ju Te Qi Feng Huang	China, Ji Lin
s1203	Glycine max (L.) Merr.	Landrace	PI 88353	China, Ji Lin
s1204	Glycine max (L.) Merr.	Landrace	Cha Se Dou	China, Ji Lin
s1205	Glycine max (L.) Merr.	Landrace	PI 92602	China, Ji Lin
s1206	Glycine max (L.) Merr.	Landrace	Si Li Qi	China, Ji Lin
s1207	Glycine max (L.) Merr.	Landrace	PI 91100-2	China, Ji Lin
s1208	Glycine max (L.) Merr.	Landrace	PI 518710	China, Ji Lin
s1209	Glycine max (L.) Merr.	Landrace	PI 92607	China, Ji Lin
s1210	Glycine max (L.) Merr.	Landrace	PI 92619	China, Ji Lin
s1211	Glycine max (L.) Merr.	Landrace	Za Qi Dou	China, Ji Lin
s1212	Glycine max (L.) Merr.	Landrace	Lan Qi	China, Ji Lin
s1213	Glycine max (L.) Merr.	Landrace	PI 54620	China, Ji Lin
s1214	Glycine max (L.) Merr.	Landrace	Tie Jia Si Li Huang	China, Ji Lin
s1215	Glycine max (L.) Merr.	Landrace	PI 92583	China, Ji Lin
s1216	Glycine max (L.) Merr.	Landrace	PI 91730	China, Ji Lin
s1217	Glycine max (L.) Merr.	Landrace	PI 532443	China, Ji Lin
s1218	Glycine max (L.) Merr.	Landrace	PI 92640	China, Ji Lin
s1219	Glycine max (L.) Merr.	Landrace	PI 92686	China, Ji Lin
s1220	Glycine max (L.) Merr.	Landrace	Yi Wo Feng -2	China, Ji Lin
s1221	Glycine max (L.) Merr.	Landrace	Qian Ceng Ta	China, Ji Lin
s1222	Glycine max (L.) Merr.	Landrace	PI 467333	China, Ji Lin
s1223	Glycine max (L.) Merr.	Landrace	PI 92677	China, Ji Lin
s1224	Glycine max (L.) Merr.	Landrace	PI 92706	China, Ji Lin
s1225	Glycine max (L.) Merr.	Landrace	PI 479725 A	China, Ji Lin
s1226	Glycine max (L.) Merr.	Landrace	PI 458522	China, Ji Lin
s1227	Glycine max (L.) Merr.	Landrace	PI 467340	China, Ji Lin
s1228	Glycine max (L.) Merr.	Landrace	Hui Chun Dou	China, Ji Lin
s1229	Glycine max (L.) Merr.	Landrace	PI 91104	China, Ji Lin
s1230	Glycine max (L.) Merr.	Landrace	Tong Nong No.4	China, Ji Lin
s1231	Glycine max (L.) Merr.	Landrace	PI 464909	China, Ji Lin
s1232	Glycine max (L.) Merr.	Landrace	Du Lu Dou	China, Ji Lin
s1233	Glycine max (L.) Merr.	Landrace	Qing Pi Dou -2	China, Ji Lin
s1234	Glycine max (L.) Merr.	Landrace	PI 532441 A	China, Ji Lin
s1235	Glycine max (L.) Merr.	Landrace	PI 479726	China, Ji Lin
s1236	Glycine max (L.) Merr.	Landrace	PI 92641 B	China, Ji Lin
s1237	Glycine max (L.) Merr.	Landrace	PI 92651	China, Ji Lin
s1238	Glycine max (L.) Merr.	Landrace	PI 69991	China, Ji Lin
s1239	Glycine max (L.) Merr.	Landrace	PI 70091	China, Ji Lin
s1240	Glycine max (L.) Merr.	Landrace	PI 70458	China, Ji Lin
s1241	Glycine max (L.) Merr.	Landrace	PI 88309	China, Ji Lin
s1242	Glycine max (L.) Merr.	Landrace	PI 532436 A	China, Ji Lin
s1243	Glycine max (L.) Merr.	Landrace	Tong Hua Ping Ding Xiang	China, Ji Lin
s1244	Glycine max (L.) Merr.	Landrace	PI 467311 C	China, Ji Lin
s1245	Glycine max (L.) Merr.	Landrace	PI 464915 B	China, Ji Lin
s1246	Glycine max (L.) Merr.	Landrace	PI 70456	China, Ji Lin
s1247	Glycine max (L.) Merr.	Landrace	PI 479724 B	China, Ji Lin
s1248	Glycine max (L.) Merr.	Landrace	Bai Cheng Mo Shi Dou	China, Ji Lin
s1249	Glycine max (L.) Merr.	Landrace	Ji Lin Cha Hei Hua	China, Ji Lin
s1250	Glycine max (L.) Merr.	Landrace	Tong Shan Qing Da Dou	China, Jiang Su
s1251	Glycine max (L.) Merr.	Landrace	PI 567753 C	China, Jiang Su
s1252	Glycine max (L.) Merr.	Landrace	PI 567749 A	China, Jiang Su
s1253	Glycine max (L.) Merr.	Landrace	PI 532455 B	China, Jiang Su
s1254	Glycine max (L.) Merr.	Landrace	PI 567771 E	China, Jiang Su
s1255	Glycine max (L.) Merr.	Landrace	Tai Xing Ai Jiao Hong	China, Jiang Su
s1256	Glycine max (L.) Merr.	Landrace	Pi Xian Ruan Tiao Zhi	China, Jiang Su
s1257	Glycine max (L.) Merr.	Landrace	PI 567736	China, Jiang Su
s1258	Glycine max (L.) Merr.	Landrace	PI 587620 C	China, Jiang Su
s1259	Glycine max (L.) Merr.	Landrace	Shu Yang Chun Hei Dou Bing	China, Jiang Su
s1260	Glycine max (L.) Merr.	Landrace	Huai Yin Chun Dou	China, Jiang Su
s1261	Glycine max (L.) Merr.	Landrace	Guan Yun Hai Bai Hua  -1	China, Jiang Su
s1262	Glycine max (L.) Merr.	Landrace	Sui Ning Ping Ding Huang	China, Jiang Su
s1263	Glycine max (L.) Merr.	Landrace	PI 532454	China, Jiang Su
s1264	Glycine max (L.) Merr.	Landrace	Bin Hai Da Huang Ke Zi	China, Jiang Su
s1265	Glycine max (L.) Merr.	Landrace	Pei Xian Xiao You Dou  -1	China, Jiang Su
s1266	Glycine max (L.) Merr.	Landrace	Shang Rao Ba Yue Bai	China, Jiang Xi
s1267	Glycine max (L.) Merr.	Landrace	Da Huang Zhu	China, Jiang Xi
s1268	Glycine max (L.) Merr.	Landrace	Xin Yu Da Li Qing	China, Jiang Xi
s1269	Glycine max (L.) Merr.	Landrace	PI 391586	China, Liao Ning
s1270	Glycine max (L.) Merr.	Landrace	PI 602492	China, Liao Ning
s1271	Glycine max (L.) Merr.	Landrace	PI 91164	China, Liao Ning
s1272	Glycine max (L.) Merr.	Landrace	PI 88502	China, Liao Ning
s1273	Glycine max (L.) Merr.	Landrace	Xiong 99-8	China, Liao Ning
s1274	Glycine max (L.) Merr.	Landrace	PI 464914 B	China, Liao Ning
s1275	Glycine max (L.) Merr.	Landrace	PI 88306	China, Liao Ning
s1276	Glycine max (L.) Merr.	Landrace	PI 88486	China, Liao Ning
s1277	Glycine max (L.) Merr.	Landrace	PI 470224	China, Liao Ning
s1278	Glycine max (L.) Merr.	Landrace	PI 458511	China, Liao Ning
s1279	Glycine max (L.) Merr.	Landrace	Bai Qi Ying Ge Dou	China, Liao Ning
s1280	Glycine max (L.) Merr.	Landrace	Da Li Hei Dou -2	China, Liao Ning
s1281	Glycine max (L.) Merr.	Landrace	Tie Jia Zi	China, Liao Ning
s1282	Glycine max (L.) Merr.	Landrace	PI 54608-1	China, Liao Ning
s1283	Glycine max (L.) Merr.	Landrace	Mao Yan Dou	China, Liao Ning
s1284	Glycine max (L.) Merr.	Landrace	PI 88302-1	China, Liao Ning
s1285	Glycine max (L.) Merr.	Landrace	PI 88352	China, Liao Ning
s1286	Glycine max (L.) Merr.	Landrace	PI 88300	China, Liao Ning
s1287	Glycine max (L.) Merr.	Landrace	PI 88351	China, Liao Ning
s1288	Glycine max (L.) Merr.	Landrace	PI 91165	China, Liao Ning
s1289	Glycine max (L.) Merr.	Landrace	PI 88458	China, Liao Ning
s1290	Glycine max (L.) Merr.	Landrace	PI 567372 B	China, Ning Xia
s1291	Glycine max (L.) Merr.	Landrace	PI 567366 A	China, Ning Xia
s1292	Glycine max (L.) Merr.	Landrace	PI 567366 B	China, Ning Xia
s1293	Glycine max (L.) Merr.	Landrace	Shang Nan Ba Yue Zao	China, Shaan Xi
s1294	Glycine max (L.) Merr.	Landrace	Jiang Huang Dou	China, Shaan Xi
s1295	Glycine max (L.) Merr.	Landrace	Hui Cha Xiao Huang Dou	China, Shaan Xi
s1296	Glycine max (L.) Merr.	Landrace	PI 567388	China, Shaan Xi
s1297	Glycine max (L.) Merr.	Landrace	Zao Shu Hei Dou	China, Shaan Xi
s1298	Glycine max (L.) Merr.	Landrace	PI 567526	China, Shan Dong
s1299	Glycine max (L.) Merr.	Landrace	PI 567601	China, Shan Dong
s1300	Glycine max (L.) Merr.	Landrace	PI 567522 B	China, Shan Dong
s1301	Glycine max (L.) Merr.	Landrace	PI 567555	China, Shan Dong
s1302	Glycine max (L.) Merr.	Landrace	PI 567557	China, Shan Dong
s1303	Glycine max (L.) Merr.	Landrace	PI 567524	China, Shan Dong
s1304	Glycine max (L.) Merr.	Landrace	Feng Shou Huang	China, Shan Dong
s1305	Glycine max (L.) Merr.	Landrace	Ping Ding Hei -1	China, Shan Dong
s1306	Glycine max (L.) Merr.	Landrace	Wen Deng Xiao Gun Long Zhu	China, Shan Dong
s1307	Glycine max (L.) Merr.	Landrace	PI 567586 A	China, Shan Dong
s1308	Glycine max (L.) Merr.	Landrace	PI 567552	China, Shan Dong
s1309	Glycine max (L.) Merr.	Landrace	Ning Yang Jiao Zi Dou	China, Shan Dong
s1310	Glycine max (L.) Merr.	Landrace	Er Li Hei Dou	China, Shan Dong
s1311	Glycine max (L.) Merr.	Landrace	Wen Feng No.7	China, Shan Dong
s1312	Glycine max (L.) Merr.	Landrace	PI 518719	China, Shan Dong
s1313	Glycine max (L.) Merr.	Landrace	Ji Shan Hei Pi Lv Da Dou	China, Shan Xi
s1314	Glycine max (L.) Merr.	Landrace	PI 567437	China, Shan Xi
s1315	Glycine max (L.) Merr.	Landrace	PI 567465	China, Shan Xi
s1316	Glycine max (L.) Merr.	Landrace	Da Hei Dou -2	China, Shan Xi
s1317	Glycine max (L.) Merr.	Landrace	PI 567455	China, Shan Xi
s1318	Glycine max (L.) Merr.	Landrace	Can Si Dou	China, Shan Xi
s1319	Glycine max (L.) Merr.	Landrace	Nong Jia Zhong	China, Shan Xi
s1320	Glycine max (L.) Merr.	Landrace	Liu Shi Ri Bai Dou	China, Shan Xi
s1321	Glycine max (L.) Merr.	Landrace	PI 574476 B	China, Shan Xi
s1322	Glycine max (L.) Merr.	Landrace	Ji Shan Zhen Zhu Xiao Hei Dou	China, Shan Xi
s1323	Glycine max (L.) Merr.	Landrace	Lv Gun Dou	China, Shan Xi
s1324	Glycine max (L.) Merr.	Landrace	Yang Yan Dou	China, Shan Xi
s1325	Glycine max (L.) Merr.	Landrace	He Hei Dou	China, Shan Xi
s1326	Glycine max (L.) Merr.	Landrace	Dong Shan No.69	China, Shan Xi
s1327	Glycine max (L.) Merr.	Landrace	Xing Xian Bai Da Dou	China, Shan Xi
s1328	Glycine max (L.) Merr.	Landrace	Xing Xian Hui Pi Zhi Hei Dou	China, Shan Xi
s1329	Glycine max (L.) Merr.	Landrace	Pu Dou No.451	China, Shan Xi
s1330	Glycine max (L.) Merr.	Landrace	Jin Shan Cha Mo Shi Dou	China, Shang Hai
s1331	Glycine max (L.) Merr.	Landrace	PI 594508	China, Si Chuan
s1332	Glycine max (L.) Merr.	Landrace	PI 587983 A	China, Si Chuan
s1333	Glycine max (L.) Merr.	Landrace	PI 588027 C	China, Si Chuan
s1334	Glycine max (L.) Merr.	Landrace	Peng Shan Huang Ke Zi -3	China, Si Chuan
s1335	Glycine max (L.) Merr.	Landrace	PI 594448 B	China, Si Chuan
s1336	Glycine max (L.) Merr.	Landrace	Han Yuan Ba Li Xiao Hei Dou	China, Si Chuan
s1337	Glycine max (L.) Merr.	Landrace	Ba Zhong Tian Kan Dou	China, Si Chuan
s1338	Glycine max (L.) Merr.	Landrace	PI 588033 C	China, Si Chuan
s1339	Glycine max (L.) Merr.	Landrace	PI 594443	China, Si Chuan
s1340	Glycine max (L.) Merr.	Landrace	PI 594501 B	China, Si Chuan
s1341	Glycine max (L.) Merr.	Landrace	PI 594465	China, Si Chuan
s1342	Glycine max (L.) Merr.	Landrace	Shi Fang Luo Si Dou	China, Si Chuan
s1343	Glycine max (L.) Merr.	Landrace	Qiong Lai You Jiang Hei Dou	China, Si Chuan
s1344	Glycine max (L.) Merr.	Landrace	Wu Yan Wo	China, Si Chuan
s1345	Glycine max (L.) Merr.	Landrace	Zao Jiao Dou	China, Si Chuan
s1346	Glycine max (L.) Merr.	Landrace	Qu Xian Ba Yue Huang	China, Si Chuan
s1347	Glycine max (L.) Merr.	Landrace	PI 594462	China, Si Chuan
s1348	Glycine max (L.) Merr.	Landrace	Ceng Jia Lv Huang Dou	China, Si Chuan
s1349	Glycine max (L.) Merr.	Landrace	Da Huang Dou -3	China, Si Chuan
s1350	Glycine max (L.) Merr.	Landrace	Zi Zhong Liu Yue Huang	China, Si Chuan
s1351	Glycine max (L.) Merr.	Landrace	Pi Xian Da San Jiao	China, Si Chuan
s1352	Glycine max (L.) Merr.	Landrace	PI 504482	China, Tai Wan
s1353	Glycine max (L.) Merr.	Landrace	PI 475813 B	China, Xin Jiang
s1354	Glycine max (L.) Merr.	Landrace	Ma Lan Zao Cha Dou	China, Yun Nan
s1355	Glycine max (L.) Merr.	Landrace	Xuan Za	China, Yun Nan
s1356	Glycine max (L.) Merr.	Landrace	PI 556949	China, Zhe Jiang
s1357	Glycine max (L.) Merr.	Landrace	PI 153290	Denmark
s1358	Glycine max (L.) Merr.	Landrace	PI 347561	Former Serbia and Monteneg
s1359	Glycine max (L.) Merr.	Landrace	PI 438373	Former Serbia and Monteneg
s1360	Glycine max (L.) Merr.	Landrace	PI 438313	France
s1361	Glycine max (L.) Merr.	Landrace	PI 417527	France
s1362	Glycine max (L.) Merr.	Landrace	PI 438324	France
s1363	Glycine max (L.) Merr.	Landrace	PI 153286	France
s1364	Glycine max (L.) Merr.	Landrace	PI 189897	France
s1365	Glycine max (L.) Merr.	Landrace	PI 189911	France
s1366	Glycine max (L.) Merr.	Landrace	PI 153317	France
s1367	Glycine max (L.) Merr.	Landrace	PI 189930	France
s1368	Glycine max (L.) Merr.	Landrace	PI 189946	France
s1369	Glycine max (L.) Merr.	Landrace	PI 567201 D	Georgia
s1370	Glycine max (L.) Merr.	Landrace	PI 404161	Georgia
s1371	Glycine max (L.) Merr.	Landrace	PI 372419	Germany
s1372	Glycine max (L.) Merr.	Landrace	PI 189917	Germany
s1373	Glycine max (L.) Merr.	Landrace	PI 290125	Germany
s1374	Glycine max (L.) Merr.	Landrace	PI 438326	Germany
s1375	Glycine max (L.) Merr.	Landrace	PI 189882	Germany
s1376	Glycine max (L.) Merr.	Landrace	PI 507349	Japan
s1377	Glycine max (L.) Merr.	Landrace	PI 379559 C	Japan
s1378	Glycine max (L.) Merr.	Landrace	PI 205090	Japan
s1379	Glycine max (L.) Merr.	Landrace	PI 506874	Japan
s1380	Glycine max (L.) Merr.	Landrace	PI 317335	Japan
s1381	Glycine max (L.) Merr.	Landrace	PI 506800 A	Japan
s1382	Glycine max (L.) Merr.	Landrace	PI 229330	Japan
s1383	Glycine max (L.) Merr.	Landrace	PI 507108	Japan
s1384	Glycine max (L.) Merr.	Landrace	PI 507064	Japan
s1385	Glycine max (L.) Merr.	Landrace	PI 417344	Japan
s1386	Glycine max (L.) Merr.	Landrace	PI 507286 C	Japan
s1387	Glycine max (L.) Merr.	Landrace	PI 416917	Japan
s1388	Glycine max (L.) Merr.	Landrace	PI 506801 B	Japan
s1389	Glycine max (L.) Merr.	Landrace	PI 417202	Japan
s1390	Glycine max (L.) Merr.	Landrace	PI 507408	Japan
s1391	Glycine max (L.) Merr.	Landrace	PI 507531	Japan
s1392	Glycine max (L.) Merr.	Landrace	PI 507396	Japan
s1393	Glycine max (L.) Merr.	Landrace	PI 417269	Japan
s1394	Glycine max (L.) Merr.	Landrace	PI 594208	Japan
s1395	Glycine max (L.) Merr.	Landrace	PI 507245	Japan
s1396	Glycine max (L.) Merr.	Landrace	PI 416996	Japan
s1397	Glycine max (L.) Merr.	Landrace	PI 507093	Japan
s1398	Glycine max (L.) Merr.	Landrace	PI 507063	Japan
s1399	Glycine max (L.) Merr.	Landrace	PI 507182	Japan
s1400	Glycine max (L.) Merr.	Landrace	PI 196160	Japan
